"name"
"Henry Prusoff"
"Henry Purcell"
"Henry Putzel, Jr."
"Henry Pybus Bell-Irving"
"Henry Quackenbush"
"Henry Quinteros"
"Henry R. Jackson"
"Henry R. Pease"
"Henry R. Rose"
"Henry R. Towne"
"Henry Raby"
"Henry Radclyffe, 2nd Earl of Sussex"
"Henry Raeburn"
"Henry Ragas"
"Henry Raikes"
"Henry Ramage"
"Henry Raper"
"Henry Rapoport"
"Henry Raspe, Landgrave of Thuringia"
"Henry Rathbone"
"Henry Rawlingson Carr"
"Henry Rawlinson, 1st Baron Rawlinson"
"Henry Rayhons"
"Henry Rayner"
"Henry Read Emmerson"
"Henry Rebello"
"Henry Reed (poet)"
"Henry Reeve (journalist)"
"Henry Reeve (soldier)"
"Henry Renny-Tailyour"
"Henry Reynolds (VC)"
"Henry Reynolds (historian)"
"Henry Reynolds (poet)"
"Henry Reynolds-Moreton, 3rd Earl of Ducie"
"Henry Rich, 1st Earl of Holland"
"Henry Richard"
"Henry Richard Glynn"
"Henry Richards Luard"
"Henry Richardson Labouisse, Jr."
"Henry Richmond Droop"
"Henry Ries"
"Henry Riggs Rathbone"
"Henry Rinaldo Porter"
"Henry Ring"
"Henry Rinnan"
"Henry Ripley"
"Henry Ritchie"
"Henry Robert Charles Martin"
"Henry Roberts (Royal Navy officer)"
"Henry Robertson Bowers"
"Henry Robson Richardson"
"Henry Rodríguez (outfielder)"
"Henry Rogers Seager"
"Henry Rohlman"
"Henry Rojas"
"Henry Rollins"
"Henry Roman Nose"
"Henry Rono"
"Henry Roquemore"
"Henry Ross"
"Henry Roth"
"Henry Roujon"
"Henry Rousso"
"Henry Rowan"
"Henry Rowen"
"Henry Rowland (actor)"
"Henry Royce"
"Henry Rudi"
"Henry Russell (athlete)"
"Henry Russell (musician)"
"Henry Russell Sanders"
"Henry Rutgers"
"Henry Ruthven Moore"
"Henry Ruttan"
"Henry Ryan Haney"
"Henry Rzepa"
"Henry S. Bettenson"
"Henry S. Caulfield"
"Henry S. Fitch"
"Henry S. Foote"
"Henry S. Geyer"
"Henry S. Graves"
"Henry S. Taylor"
"Henry S. Thibodaux"
"Henry S. Valk"
"Henry S. Whitehead"
"Henry Saad"
"Henry Saari"
"Henry Sacheverell"
"Henry Sale"
"Henry Salt (Egyptologist)"
"Henry Salvatori"
"Henry Sampson (inventor)"
"Henry Sampson Woodfall"
"Henry Samuel Boase"
"Henry Samuel Chapman"
"Henry Samuel Morais"
"Henry Samueli"
"Henry Sapoznik"
"Henry Sargent Codman"
"Henry Savery"
"Henry Savile (politician)"
"Henry Saxby"
"Henry Saxe"
"Henry Scadding"
"Henry Scarpelli"
"Henry Scattergood"
"Henry Schenck Tanner"
"Henry Schlacks"
"Henry Schmidt (American football)"
"Henry Schoenfeld"
"Henry Schoolcraft"
"Henry Schradieck"
"Henry Schulte"
"Henry Schultze"
"Henry Scott Holland"
"Henry Scott Riddell"
"Henry Scott Stokes"
"Henry Scott Tuke"
"Henry Scott, 3rd Duke of Buccleuch"
"Henry Scriven"
"Henry Scrope, 3rd Baron Scrope of Masham"
"Henry Scrymgeour-Wedderburn, 11th Earl of Dundee"
"Henry Scudamore, 3rd Duke of Beaufort"
"Henry Seebohm"
"Henry Seekamp"
"Henry Seely White"
"Henry Segrave"
"Henry Seidel Canby"
"Henry Selby Clark"
"Henry Selick"
"Henry Sewell"
"Henry Sewell Stokes"
"Henry Seymour Conway"
"Henry Seymour, 9th Marquess of Hertford"
"Henry Shaw (philanthropist)"
"Henry Shefflin"
"Henry Shelton Sanford"
"Henry Shepherd Pearson"
"Henry Sherman Boutell"
"Henry Sherwin"
"Henry Sherwood"
"Henry Sherwood (congressman)"
"Henry Shrapnel"
"Henry Sidgwick"
"Henry Sidney"
"Henry Sidney Hamilton"
"Henry Silva"
"Henry Simmons"
"Henry Simms"
"Henry Simpson Lunn"
"Henry Sinclair, 2nd Baron Pentland"
"Henry Singer Keating"
"Henry Singleton Pennell"
"Henry Skinner"
"Henry Slade"
"Henry Slattery"
"Henry Slesar"
"Henry Slesser"
"Henry Sloan"
"Henry Sloane Coffin"
"Henry Slocum (tennis)"
"Henry Smith (Canadian politician)"
"Henry Smith (Rhode Island)"
"Henry Smith (VC)"
"Henry Smith (Wisconsin)"
"Henry Smith (goalkeeper)"
"Henry Smith (regicide)"
"Henry Smith Carhart"
"Henry Smith Lane"
"Henry Smith Munroe"
"Henry Smith Pritchett"
"Henry Smith Williams"
"Henry Sobel"
"Henry Solomon"
"Henry Solomon Lehr"
"Henry Solomons"
"Henry Somerset, 10th Duke of Beaufort"
"Henry Somerset, 1st Duke of Beaufort"
"Henry Somerset, 1st Marquess of Worcester"
"Henry Somerset, 2nd Duke of Beaufort"
"Henry Somerset, 2nd Earl of Worcester"
"Henry Somerset, 7th Duke of Beaufort"
"Henry Somerset, 8th Duke of Beaufort"
"Henry Somerset, 9th Duke of Beaufort"
"Henry Somerset, Marquess of Worcester"
"Henry Southard"
"Henry Spelman"
"Henry Spence"
"Henry Spencer"
"Henry Spencer Ashbee"
"Henry Spencer Palmer"
"Henry Spinetti"
"Henry Spira"
"Henry Sproatt"
"Henry Spurrier"
"Henry St John Fancourt"
"Henry St John, 1st Viscount Bolingbroke"
"Henry St. George Tucker III"
"Henry Stafford, 1st Earl of Wiltshire"
"Henry Stafford, 1st Baron Stafford"
"Henry Stafford, 2nd Duke of Buckingham"
"Henry Stallard"
"Henry Stanbery"
"Henry Stanley Plummer"
"Henry Stanley, 4th Earl of Derby"
"Henry Stapp"
"Henry Starr"
"Henry Staunton (businessman)"
"Henry Steedman"
"Henry Steel Olcott"
"Henry Steele Commager"
"Henry Stephen"
"Henry Stephen (musician)"
"Henry Stephens Salt"
"Henry Stephenson"
"Henry Stern"
"Henry Stevens (bibliographer)"
"Henry Stewart, 1st Lord Methven"
"Henry Stollenwerck"
"Henry Stommel"
"Henry Stone"
"Henry Strachey (artist)"
"Henry Strachey (explorer)"
"Henry Strakosch"
"Henry Strangways"
"Henry Strauss, 1st Baron Conesford"
"Henry Street (cricketer)"
"Henry Strutt, 2nd Baron Belper"
"Henry Stuart Jones"
"Henry Stuart, Duke of Gloucester"
"Henry Stuart, Lord Darnley"
"Henry Stubbe"
"Henry Studholme"
"Henry Sturt, 1st Baron Alington"
"Henry Suso"
"Henry Sutherland Edwards"
"Henry Sutton (sailor)"
"Henry Suzzallo"
"Henry Sweet"
"Henry Sy"
"Henry Sydney, 1st Earl of Romney"
"Henry Sydnor Harrison"
"Henry Sylvester Jacoby"
"Henry Sylvester-Williams"
"Henry T. Elrod"
"Henry T. Hazard"
"Henry T. King"
"Henry T. Mayo"
"Henry T. Weinstein"
"Henry T. Yang"
"Henry Taaffe, 12th Viscount Taaffe"
"Henry Taberer"
"Henry Tandey"
"Henry Tang"
"Henry Tatana"
"Henry Tate"
"Henry Taub"
"Henry Taube"
"Henry Taunt"
"Henry Taylor (boxer)"
"Henry Taylor (racing driver)"
"Henry Taylor (swimmer)"
"Henry Teigan"
"Henry Temple, 2nd Viscount Palmerston"
"Henry Templer Alexander"
"Henry Tennant (railway administrator)"
"Henry Terry"
"Henry Thatcher"
"Henry Theodore Tuckerman"
"Henry Theophilus Finck"
"Henry Thia"
"Henry Thode"
"Henry Thomas"
"Henry Thomas (American football)"
"Henry Thomas (blues musician)"
"Henry Thomas (boxer)"
"Henry Thomas Colebrooke"
"Henry Thomas Harrison"
"Henry Thomas Herbert Piaggio"
"Henry Thomas Rainey"
"Henry Thomas Ryall"
"Henry Thompson (1659–1700)"
"Henry Thornton (reformer)"
"Henry Thrale"
"Henry Threadgill"
"Henry Throop Stanton"
"Henry Thynne, 3rd Marquess of Bath"
"Henry Thynne, 6th Marquess of Bath"
"Henry Tibbats Stainton"
"Henry Tichborne, 1st Baron Ferrard"
"Henry Tillman"
"Henry Timken"
"Henry Timrod"
"Henry Tingle Wilde"
"Henry Tinsley"
"Henry Tizard"
"Henry Toole Clark"
"Henry Townley Heald"
"Henry Townsend (missionary)"
"Henry Townsend (musician)"
"Henry Tracey Coxwell"
"Henry Travers"
"Henry Treece"
"Henry Trefflich"
"Henry Trengrouse"
"Henry Trevor, 21st Baron Dacre"
"Henry Trollope"
"Henry Tufnell"
"Henry Tufton, 11th Earl of Thanet"
"Henry Tufton, 1st Baron Hothfield"
"Henry Tuilagi"
"Henry Tuke"
"Henry Turner (basketball)"
"Henry Turner Irving"
"Henry Tye"
"Henry Tyrell-Smith"
"Henry Underwood (architect)"
"Henry Unton"
"Henry V of England"
"Henry V, Count Palatine of the Rhine"
"Henry V, Duke of Bavaria"
"Henry V, Duke of Brunswick-Lüneburg"
"Henry V. Boynton"
"Henry VI of England"
"Henry VI, Count of Luxembourg"
"Henry VII of England"
"Henry VII, Duke of Bavaria"
"Henry VIII of England"
"Henry Valentine Knaggs"
"Henry Van Aernam"
"Henry Van Der Lyn"
"Henry Vanderburgh"
"Henry Vane the Younger"
"Henry Vane, 2nd Earl of Darlington"
"Henry Vansittart"
"Henry Varnum Poor"
"Henry Vaughan"
"Henry Vaughan (architect)"
"Henry Venn (Clapham Sect)"
"Henry Vestine"
"Henry Victor"
"Henry Villard"
"Henry Villiers"
"Henry Vincent Hubbard"
"Henry Vivian, 1st Baron Swansea"
"Henry Vizcaíno"
"Henry Vizetelly"
"Henry Vollam Morton"
"Henry W. Armstrong"
"Henry W. Bishop"
"Henry W. Blair"
"Henry W. Bloch"
"Henry W. Collier"
"Henry W. Corbett"
"Henry W. Cushman"
"Henry W. Edwards"
"Henry W. Goddard"
"Henry W. Grady"
"Henry W. Holt"
"Henry W. Keyes"
"Henry W. Klotz Sr."
"Henry W. Lee"
"Henry W. Livingston"
"Henry W. Lord"
"Henry W. Petrie"
"Henry W. Sage"
"Henry W. Seymour"
"Henry W. Shoemaker"
"Henry W. Wright"
"Henry Wade"
"Henry Wadsworth Longfellow"
"Henry Waechter"
"Henry Waldegrave, 11th Earl Waldegrave"
"Henry Waldegrave, 1st Baron Waldegrave"
"Henry Walker (basketball)"
"Henry Walker (cricketer)"
"Henry Wallich"
"Henry Wallis"
"Henry Walpole"
"Henry Walter Bates"
"Henry Walters"
"Henry Wansbrough"
"Henry Wanyoike"
"Henry Ward (Kentucky politician)"
"Henry Ward (VC)"
"Henry Ward (architect)"
"Henry Ward Beecher"
"Henry Ward Poole"
"Henry Ward Ranger"
"Henry Ware (Unitarian)"
"Henry Ware Lawton"
"Henry Ware, Jr."
"Henry Warner Slocum"
"Henry Wase Whitfield"
"Henry Washington Younger"
"Henry Waters Taft"
"Henry Watkin"
"Henry Watkins Allen"
"Henry Watson Fowler"
"Henry Watters"
"Henry Watterson"
"Henry Waxman"
"Henry Way Kendall"
"Henry Weale"
"Henry Webster"
"Henry Weed Fowler"
"Henry Weedall"
"Henry Weinhard"
"Henry Wellcome"
"Henry Wellesley, 1st Baron Cowley"
"Henry Wellesley, 1st Earl Cowley"
"Henry Wellesley, 3rd Duke of Wellington"
"Henry Wellesley, 6th Duke of Wellington"
"Henry Wellesly McCann"
"Henry Wellington Greatorex"
"Henry Wells (rower)"
"Henry Wells Tracy"
"Henry Wentworth Monk"
"Henry Wessel, Jr."
"Henry West"
"Henry Weston Smith"
"Henry Wharton"
"Henry Wharton Conway"
"Henry White (British politician)"
"Henry White (diplomat)"
"Henry White (footballer)"
"Henry White Beeson"
"Henry White Warren"
"Henry White, 1st Baron Annaly"
"Henry Whitney Bellows"
"Henry Wickham (explorer)"
"Henry Widdowson"
"Henry Wiencek"
"Henry Wigram"
"Henry Wilberforce"
"Henry Wilberforce Clarke"
"Henry Wilbraham"
"Henry Wilbur Palmer"
"Henry Wilcoxon"
"Henry Wildman"
"Henry William Banks Davis"
"Henry William Bayntun"
"Henry William Bristow"
"Henry William Carless Davis"
"Henry William Chandler"
"Henry William Connor"
"Henry William Crosskey"
"Henry William Herbert"
"Henry William McKenney"
"Henry William Newlands"
"Henry William Ravenel"
"Henry William Stiegel"
"Henry William Stisted"
"Henry William Watson"
"Henry Williams (cricketer)"
"Henry Williams (missionary)"
"Henry Williamson"
"Henry Willink"
"Henry Willis"
"Henry Willoughby, 6th Baron Middleton"
"Henry Willoughby, 8th Baron Middleton"
"Henry Wills (writer)"
"Henry Willson"
"Henry Wilmot (politician)"
"Henry Wilson"
"Henry Wilson (Holmfirth MP)"
"Henry Wilson (Pennsylvania)"
"Henry Wilson Allen"
"Henry Wilson Savage"
"Henry Wilson Temple"
"Henry Wilson, Baron Wilson of Langside"
"Henry Winfield Watson"
"Henry Wingham"
"Henry Winkler"
"Henry Winneke"
"Henry Winstanley"
"Henry Winter"
"Henry Winter Davis"
"Henry Wise (gardener)"
"Henry Wise Wood"
"Henry Wisner"
"Henry Wood"
"Henry Woodhouse (forger)"
"Henry Woods (Pennsylvania)"
"Henry Woolf"
"Henry Woronicz"
"Henry Worth Thornton"
"Henry Wotton"
"Henry Wray"
"Henry Wrenfordsley"
"Henry Wright (planner)"
"Henry Wriothesley, 2nd Earl of Southampton"
"Henry Wriothesley, 3rd Earl of Southampton"
"Henry Wylie Norman"
"Henry Wyndham, 2nd Baron Leconfield"
"Henry Wynkoop"
"Henry X, Duke of Bavaria"
"Henry XIV, Duke of Bavaria"
"Henry XV, Duke of Bavaria"
"Henry XVI, Duke of Bavaria"
"Henry Y. Satterlee"
"Henry Yelverton (Australian politician)"
"Henry Yelverton, 19th Baron Grey de Ruthyn"
"Henry Yesler"
"Henry Yevele"
"Henry Yorke Lyell Brown"
"Henry Youle Hind"
"Henry Young"
"Henry Young (footballer)"
"Henry Young (major)"
"Henry Yule"
"Henry Z. Osborne"
"Henry Zambrano"
"Henry d'Andeli"
"Henry d'Avigdor-Goldsmid"
"Henry de Beaume"
"Henry de Beaumont"
"Henry de Beaumont, 1st Earl of Warwick"
"Henry de Beaumont, 5th Earl of Warwick"
"Henry de Beltgens Gibbins"
"Henry de Bohun, 1st Earl of Hereford"
"Henry de Bracton"
"Henry de Jouvenel"
"Henry de La Falaise"
"Henry de Lacy, 3rd Earl of Lincoln"
"Henry de Lesquen"
"Henry de Montfort"
"Henry de Montherlant"
"Henry de Nassau d'Auverquerque, 1st Earl of Grantham"
"Henry de Nassau, Lord Overkirk"
"Henry de Nogaret de La Valette"
"Henry deForest"
"Henry del Vasto"
"Henry of Almain"
"Henry of Blois"
"Henry of Bohemia"
"Henry of Castile the Senator"
"Henry of Eppenstein"
"Henry of Flanders"
"Henry of France, Archbishop of Reims"
"Henry of Ghent"
"Henry of Grosmont, 1st Duke of Lancaster"
"Henry of Huntingdon"
"Henry of Kalden"
"Henry of Kalkar"
"Henry of Langenstein"
"Henry of Marcy"
"Henry of Masovia"
"Henry of Sandomierz"
"Henry of Schweinfurt"
"Henry of Scotland"
"Henry of Segusio"
"Henry of Speyer"
"Henry the Bearded"
"Henry the Fowler"
"Henry the Lion"
"Henry the Mild, Duke of Brunswick-Lüneburg"
"Henry the Navigator"
"Henry the Young King"
"Henry van Lyck"
"Henry van Wart"
"Henry van de Velde"
"Henry, 3rd Earl of Lancaster"
"Henry, Count of Portugal"
"Henry, Duke of Brunswick-Dannenberg"
"Henry, Duke of Cornwall"
"Henry, Duke of Lower Lorraine"
"Henry, King of Portugal"
"Henry, Prince of Capua"
"Henry-Robert Brésil"
"Henry-Russell Hitchcock"
"Henryk Alszer"
"Henryk Arctowski"
"Henryk Broder"
"Henryk Chmielewski (comics)"
"Henryk Czapczyk"
"Henryk Dembiński"
"Henryk Dobrzański"
"Henryk Firlej"
"Henryk Friedman"
"Henryk Gotlib"
"Henryk Gołębiewski (politician)"
"Henryk Grossman"
"Henryk Gruth"
"Henryk Gulbinowicz"
"Henryk Górecki"
"Henryk IV Probus"
"Henryk Iwaniec"
"Henryk Iwański"
"Henryk Jabłoński"
"Henryk Jankowski"
"Henryk Jordan"
"Henryk Kasperczak"
"Henryk Kowalczyk"
"Henryk Kroll"
"Henryk Leon Strasburger"
"Henryk Lipszyc"
"Henryk Magnuski"
"Henryk Mandelbaum"
"Henryk Martyna"
"Henryk Melcer-Szczawiński"
"Henryk Milcarz"
"Henryk Minkiewicz"
"Henryk Muszyński"
"Henryk Młynarczyk"
"Henryk Pietrzak"
"Henryk Reyman"
"Henryk Rodakowski"
"Henryk Sawistowski"
"Henryk Siedlaczek"
"Henryk Sienkiewicz"
"Henryk Smolarz"
"Henryk Stażewski"
"Henryk Szeryng"
"Henryk Sławik"
"Henryk Tomaszewski (poster artist)"
"Henryk Tomaszewski (mime)"
"Henryk Toruńczyk"
"Henryk Wars"
"Henryk Wieczorek"
"Henryk Wieniawski"
"Henryk Woliński"
"Henryk Zieliński"
"Henryk Zygalski"
"Henryk de Kwiatkowski"
"Henryk Łowmiański"
"Hensleigh Wedgwood"
"Hensley Henson"
"Hensley Meulens"
"Henson Cargill"
"Henson Moore"
"Henutmire"
"Heo Jeong"
"Heo Jun"
"Heo Se-uk"
"Heo Young-ho"
"Heonjong of Goryeo"
"Heonjong of Joseon"
"Heorhiy Kirpa"
"Heorhiy Narbut"
"Heorhiy Pohosov"
"Heorhy Tkachenko"
"Heorogar"
"Hephaestion"
"Hephzibah Menuhin"
"Heracleon"
"Heracles of Macedon"
"Heraclides Ponticus"
"Heraclio Fernández"
"Heraclitus"
"Heraclius"
"Heraclius II of Georgia"
"Heraclius the Elder"
"Heraklonas"
"Heraldo Bezerra"
"Heraldo Muñoz"
"Herana-Daze Jones"
"Herasto Reyes"
"Herawati Diah"
"Herb Abrams"
"Herb Abramson"
"Herb Alpert"
"Herb Ardinger"
"Herb Asher"
"Herb Baumeister"
"Herb Brackenreg"
"Herb Bradley"
"Herb Breau"
"Herb Brooks"
"Herb Brown"
"Herb Burleigh"
"Herb Caen"
"Herb Cain"
"Herb Carneal"
"Herb Carnegie"
"Herb Cohen"
"Herb Conaway"
"Herb Curtis"
"Herb Dean"
"Herb Deromedi"
"Herb Dhaliwal"
"Herb Dickieson"
"Herb Drury"
"Herb Edelman"
"Herb Elliott"
"Herb Ellis"
"Herb Epp"
"Herb Fitzgibbon"
"Herb Gardiner"
"Herb Gardner"
"Herb Gilbert"
"Herb Goldberg"
"Herb Graffis"
"Herb Gray"
"Herb Gray (Canadian football)"
"Herb Green"
"Herb Greenberg"
"Herb Grosch"
"Herb Grubel"
"Herb Hake"
"Herb Hash"
"Herb Henderson"
"Herb Henson"
"Herb Jackson"
"Herb Jeffries"
"Herb Jepko"
"Herb Joesting"
"Herb Kawainui Kāne"
"Herb Kelleher"
"Herb Klein (politician)"
"Herb Kreling"
"Herb Lubalin"
"Herb Magidson"
"Herb McGirr"
"Herb McKenley"
"Herb Moford"
"Herb Mul-Key"
"Herb Orvis"
"Herb Pardes"
"Herb Pearson"
"Herb Pennock"
"Herb Plews"
"Herb Pomeroy"
"Herb Raglan"
"Herb Ritts"
"Herb Robertson"
"Herb Sargent"
"Herb Scannell"
"Herb Scharfman"
"Herb Score"
"Herb Sendek"
"Herb Sheldon"
"Herb Shriner"
"Herb Stempel"
"Herb Sutter"
"Herb Taylor (American football)"
"Herb Thomas"
"Herb Trawick"
"Herb Trimpe"
"Herb Vigran"
"Herb Voland"
"Herb Washington"
"Herb Welch"
"Herb Wesson"
"Herb Wharton"
"Herb Williams"
"Herbert A. Hauptman"
"Herbert A. Littleton"
"Herbert A. Simon"
"Herbert Achternbusch"
"Herbert Adams (novelist)"
"Herbert Adams (sculptor)"
"Herbert Agar"
"Herbert Akroyd Stuart"
"Herbert Albert"
"Herbert Alexander Bruce"
"Herbert Allen Jr."
"Herbert Ames"
"Herbert Anaya"
"Herbert Anderson"
"Herbert Annesley Packer"
"Herbert Aptheker"
"Herbert Arnould Olivier"
"Herbert Arthur Sinnott"
"Herbert Asbury"
"Herbert Ashcombe Walker"
"Herbert Asquith (poet)"
"Herbert Atkinson Barker"
"Herbert Augustine Carter"
"Herbert Austin, 1st Baron Austin"
"Herbert Avram"
"Herbert B. Cohen"
"Herbert B. Gregory"
"Herbert B. Maw"
"Herbert B. Warburton"
"Herbert Backe"
"Herbert Baddeley"
"Herbert Baker"
"Herbert Bamlett"
"Herbert Bankole-Bright"
"Herbert Bauch"
"Herbert Baum"
"Herbert Baxter Adams"
"Herbert Bayard Swope"
"Herbert Bayer"
"Herbert Benka"
"Herbert Benson"
"Herbert Bentwich"
"Herbert Berman"
"Herbert Biberman"
"Herbert Blaize"
"Herbert Blau"
"Herbert Blitzstein"
"Herbert Bloch"
"Herbert Blomstedt"
"Herbert Blumer"
"Herbert Booth"
"Herbert Bowden (footballer)"
"Herbert Bowden, Baron Aylestone"
"Herbert Bowman"
"Herbert Bowyer Berkeley"
"Herbert Boyer"
"Herbert Brenon"
"Herbert Brereton Baker"
"Herbert Breslin"
"Herbert Brewer"
"Herbert Brownell Jr."
"Herbert Brün"
"Herbert Budd"
"Herbert Burdenski"
"Herbert Burgess"
"Herbert Burrows"
"Herbert Butcher"
"Herbert Butler"
"Herbert Butterfield"
"Herbert Bösch"
"Herbert C. Brown"
"Herbert C. Jones"
"Herbert C. Robinson"
"Herbert Callen"
"Herbert Carlsson"
"Herbert Cayzer, 1st Baron Rotherwick"
"Herbert Cecil Duncan"
"Herbert Chabot"
"Herbert Chang"
"Herbert Chapman"
"Herbert Chermside"
"Herbert Chitepo"
"Herbert Choy"
"Herbert Clogstoun"
"Herbert Coleridge"
"Herbert Collins"
"Herbert Copeland"
"Herbert Cory"
"Herbert Covington Bonner"
"Herbert Croft (bishop)"
"Herbert Croly"
"Herbert Crossley"
"Herbert Curlewis"
"Herbert Cyril Thacker"
"Herbert Czaja"
"Herbert Danby"
"Herbert Davis"
"Herbert Deinert"
"Herbert Dercksen"
"Herbert Dick"
"Herbert Dickinson Ward"
"Herbert Dicksee"
"Herbert Dingle"
"Herbert Distel"
"Herbert Dixon, 1st Baron Glentoran"
"Herbert Druce"
"Herbert Drury (gymnast)"
"Herbert Dudley Purves"
"Herbert Dyer"
"Herbert E. Douglass"
"Herbert E. Hitchcock"
"Herbert E. Ives"
"Herbert E. Walter"
"Herbert Edward Palmer"
"Herbert Edward Ryle"
"Herbert Eimert"
"Herbert Elphinstone"
"Herbert Erhardt"
"Herbert Eugene Bolton"
"Herbert Eustis Winlock"
"Herbert Evans (politician)"
"Herbert Fandel"
"Herbert Feigl"
"Herbert Feith"
"Herbert Feuerstein"
"Herbert Fields"
"Herbert Fineman"
"Herbert Fisk Johnson III"
"Herbert Fisk Johnson Sr."
"Herbert Flam"
"Herbert Fleishhacker"
"Herbert Franklin Solow"
"Herbert Freeman"
"Herbert Freundlich"
"Herbert Friedman"
"Herbert Fritzenwenger"
"Herbert Fröhlich"
"Herbert Fulton"
"Herbert G. Lewin"
"Herbert G. Squiers"
"Herbert George Flaxman Spurrell"
"Herbert George Welch"
"Herbert Gibbs, 1st Baron Hunsdon of Hunsdon"
"Herbert Gille"
"Herbert Gold"
"Herbert Goldstein"
"Herbert Gordon"
"Herbert Graf"
"Herbert Greene (musician)"
"Herbert Greenhough Smith"
"Herbert Grönemeyer"
"Herbert Gursky"
"Herbert Guthrie-Smith"
"Herbert Gutman"
"Herbert Guðmundsson"
"Herbert H. Bateman"
"Herbert H. Clark"
"Herbert H. Lehman"
"Herbert Haft"
"Herbert Hainer"
"Herbert Haines"
"Herbert Hall Turner"
"Herbert Hans Haupt"
"Herbert Hargreaves"
"Herbert Harley Murray"
"Herbert Harper"
"Herbert Hart (cricketer)"
"Herbert Haseltine"
"Herbert Hasler"
"Herbert Haupt"
"Herbert Hawkes"
"Herbert Haydon Wilson"
"Herbert Hearne"
"Herbert Henry Dow"
"Herbert Hill (basketball)"
"Herbert Hill (labor director)"
"Herbert Hirschman"
"Herbert Hobein"
"Herbert Hollick-Kenyon"
"Herbert Holzing"
"Herbert Hoover"
"Herbert Hope Risley"
"Herbert Horne"
"Herbert Hudson Taylor"
"Herbert Hughes (composer)"
"Herbert Hugo Menges"
"Herbert Huncke"
"Herbert Hunger"
"Herbert Hupka"
"Herbert Huppert"
"Herbert Hyland"
"Herbert I, Count of Maine"
"Herbert II, Count of Vermandois"
"Herbert II, Count of Maine"
"Herbert III, Count of Vermandois"
"Herbert IV, Count of Vermandois"
"Herbert Ihlefeld"
